Party,DebateNo,SentenceNo,SequenceNo,Speaker,Text,Prob_Pos,NB_Sent
rep,1,73,29,KELLY,"Your critics say that your inexperience shows. You've suggested that the Baltic States are not a part of NATO, just months ago you were unfamiliar with the major political parties and government in Israel, and domestically, you thought Alan Greenspan had been treasury secretary instead of federal reserve chair.",0.9755753387863338,pos
rep,1,74,29,KELLY,"Aren't these basic mistakes, and don't they raise legitimate questions about whether you are ready to be president?",0.8725345261413708,pos
rep,1,75,30,CARSON,"Well, I could take issue with -- with all of those things, but we don't have time.",0.5821986466598378,pos
rep,1,76,30,CARSON,"But I will say, we have a debate here tonight, and we will have an opportunity to explore those areas, and I'm looking very much forward to demonstrating that, in fact, the thing that is probably most important is having a brain, and to be able to figure things out and learn things very rapidly.",0.9103959400912354,pos
rep,1,77,30,CARSON,"So, you know, experience comes from a large number of different arenas, and America became a great nation early on not because it was flooded with politicians, but because it was flooded with people who understood the value of personal responsibility, hard work, creativity, innovation, and that's what will get us on the right track now, as well.",0.9828644129440812,pos
rep,1,78,31,WALLACE,"Senator Rubio, when Jeb Bush announced his candidacy for presidency, he said this: ""There's no passing off responsibility when you're a governor, no blending into the legislative crowd.""",0.9447038841668371,pos
rep,1,79,31,WALLACE,"Could you please address Governor Bush across the stage here, and explain to him why you, someone who has never held executive office, are better prepared to be president than he is, a man who you say did a great job running your state of Florida for eight years.",0.9755714241747439,pos
rep,1,80,32,RUBIO,"Well, thank you for the question, Chris, and it's great to be here tonight. Let me begin by saying this: I'm not new to the political process; I was making a contribution as the speaker of the third largest and most diverse state in the country well before I even got into the Senate.",0.9962900374251752,pos
rep,1,81,32,RUBIO,"I would add to that that this election cannot be a resume competition. It's important to be qualified, but if this election is a resume competition, then Hillary Clinton's gonna be the next president, because she's been in office and in government longer than anybody else running here tonight.",0.9383856156715987,pos
rep,1,82,32,RUBIO,"Here's what this election better be about This election better be about the future, not the past. It better be about the issues our nation and the world is facing today, not simply the issues we once faced.",0.9539964314863699,pos
rep,1,83,32,RUBIO,"This country is facing an economy that has been radically transformed. You know, the largest retailer in the country and the world today, Amazon, doesn't even own a single store? And these changes have been disruptive. They have changed people's lives. The jobs that once sustained our middle class, they either don't pay enough or they are gone, and we need someone that understands that as our nominee.",0.7723766543870598,pos
rep,1,84,32,RUBIO,"If I'm our nominee, how is Hillary Clinton gonna lecture me about living paycheck to paycheck? I was raised paycheck to paycheck. How is she -- how is she gonna lecture me -- how is she gonna lecture me about student loans? I owed over $100,000 just four years ago.",0.5575275122505667,pos
rep,1,85,32,RUBIO,"If I'm our nominee, we will be the party of the future.",0.9014167044307784,pos
rep,1,86,32,RUBIO,(APPLAUSE),0.7222222222222221,pos
rep,1,87,33,BAIER,"Governor Bush, you have insisted that you're your own man. You say you have a life experience uniquely your own. Not your father's, not your brother's.",0.967101844777531,pos
rep,1,88,33,BAIER,"But there are several opponents on this stage who get big- applause lines in early voting states with this line quote, ""the last thing the country needs is another Bush in the Oval Office.""",0.944162430125668,pos
rep,1,89,33,BAIER,So do you understand the real concern in this country about dynastic politics?,0.7912608496614255,pos
rep,1,90,34,BUSH,"Absolutely, I do, and I'm gonna run hard, run with heart, and run to win.",0.8829708672482067,pos
rep,1,91,34,BUSH,I'm gonna have to earn this. Maybe the barrier -- the bar's even higher for me. That's fine.,0.1755604306095793,neg
rep,1,92,34,BUSH,"I've got a record in Florida. I'm proud of my dad, and I'm certainly proud of my brother. In Florida, they called me Jeb, because I earned it.",0.577552845751594,pos
rep,1,93,34,BUSH,"I cut taxes every year, totaling $19 billion. We were -- we had -- we balanced every budget. We went from $1 billion of reserves to $9 billion of reserves.",0.5173281099450435,pos
rep,1,94,34,BUSH,We were one of two states that went to AAA bond rating.,0.23108076508645875,neg
rep,1,95,35,BUSH,"They keep -- they called me Veto Corleone. Because I vetoed 2,500 separate line-items in the budget.",0.5346450916521319,pos
rep,1,96,35,BUSH,(APPLAUSE),0.7222222222222221,pos
rep,1,97,35,BUSH,"I am my own man. I governed as a conservative, and I govern effectively. And the net effect was, during my eight years, 1.3 million jobs were created. We left the state better off because I applied conservative principles in a purple state the right way, and people rose up.",0.9807780287498902,pos
rep,1,98,35,BUSH,(APPLAUSE),0.7222222222222221,pos
rep,1,99,36,KELLY,"Mr. Trump, one of the things people love about you is you speak your mind and you don't use a politician's filter. However, that is not without its downsides, in particular, when it comes to women.",0.8042101329799659,pos
rep,1,100,36,KELLY,"You've called women you don't like ""fat pigs, dogs, slobs, and disgusting animals.""",0.1198819652852834,neg
rep,1,101,36,KELLY,(LAUGHTER),0.375,neg
rep,1,102,36,KELLY,Your Twitter account...,0.6311407847016155,pos
rep,1,103,37,TRUMP,Only Rosie O'Donnell.,0.4721374045801525,neg
rep,1,104,37,TRUMP,(LAUGHTER),0.375,neg
rep,1,105,38,KELLY,"No, it wasn't.",0.49131596526386107,neg
rep,1,106,38,KELLY,(APPLAUSE),0.7222222222222221,pos
rep,1,107,38,KELLY,Your Twitter account...,0.6311407847016155,pos
rep,1,108,38,KELLY,(APPLAUSE),0.7222222222222221,pos
rep,1,109,39,TRUMP,Thank you.,0.5060896287777378,pos
rep,1,110,40,KELLY,"For the record, it was well beyond Rosie O'Donnell.",0.576847705406665,pos
rep,1,111,41,TRUMP,"Yes, I'm sure it was.",0.43341940069092993,neg
rep,1,112,42,KELLY,"Your Twitter account has several disparaging comments about women's looks. You once told a contestant on Celebrity Apprentice it would be a pretty picture to see her on her knees. Does that sound to you like the temperament of a man we should elect as president, and how will you answer the charge from Hillary Clinton, who was likely to be the Democratic nominee, that you are part of the war on women?",0.9756467467177007,pos
rep,1,113,43,TRUMP,I think the big problem this country has is being politically correct.,0.7180426819846332,pos
rep,1,114,43,TRUMP,(APPLAUSE),0.7222222222222221,pos
rep,1,115,43,TRUMP,"I've been challenged by so many people, and I don't frankly have time for total political correctness. And to be honest with you, this country doesn't have time either. This country is in big trouble. We don't win anymore. We lose to China. We lose to Mexico both in trade and at the border. We lose to everybody.",0.6602266043074626,pos
rep,1,116,43,TRUMP,"And frankly, what I say, and oftentimes it's fun, it's kidding. We have a good time. What I say is what I say. And honestly Megyn, if you don't like it, I'm sorry. I've been very nice to you, although I could probably maybe not be, based on the way you have treated me. But I wouldn't do that.",0.604527077568673,pos
rep,1,117,43,TRUMP,(APPLAUSE),0.7222222222222221,pos
rep,1,118,43,TRUMP,"But you know what, we -- we need strength, we need energy, we need quickness and we need brain in this country to turn it around. That, I can tell you right now.",0.6371457005804959,pos
rep,1,119,44,WALLACE,"Senator Cruz, your colleague, Senator Paul, right there next to you, said a few months ago he agrees with you on a number of issues, but he says you do nothing to grow the party. He says you feed red meat to the base, but you don't reach out to minorities. You have a toxic relationship with GOP leaders in Congress. You even called the Republican Senate Leader Mitch McConnell a liar recently.",0.875836293561565,pos
rep,1,120,44,WALLACE,(APPLAUSE),0.7222222222222221,pos
rep,1,121,44,WALLACE,How can you win in 2016 when you're such a divisive figure?,0.4574008727905281,neg
rep,1,122,45,CRUZ,"Chris, I believe the American people are looking for someone to speak the truth.",0.7094684468287313,pos
rep,1,123,45,CRUZ,(APPLAUSE),0.7222222222222221,pos
rep,1,124,45,CRUZ,"If you're looking for someone to go to Washington, to go along to get along, to get -- to agree with the career politicians in both parties who get in bed with the lobbyists and special interests, then I ain't your guy.",0.9441458104114836,pos
rep,1,125,45,CRUZ,There is a reason...,0.3637220549320194,neg
rep,1,126,45,CRUZ,(APPLAUSE),0.7222222222222221,pos
rep,1,127,45,CRUZ,".... that we have $18 trillion in debt. Because as conservatives, as Republicans, we keep winning elections. We got a Republican House, we've got a Republican Senate, and we don't have leaders who honor their commitments. I will always tell the truth and do what I said I would do.",0.9420574864075656,pos
rep,1,128,45,CRUZ,(APPLAUSE),0.7222222222222221,pos
rep,1,129,46,BAIER,"Governor Christie, you're not exactly the darling of conservatives. You tout your record as a Republican governor in a blue state. On Facebook, the most people talking about you, not surprisingly, come from your state of New Jersey, and one of the top issues they are talking about is the economy.",0.6785008431871206,pos
rep,1,130,46,BAIER,"This -- this may be why. Under your watch, New Jersey has undergone nine credit rating downgrades. The state's 44th in private sector growth. You face an employee pension crisis and the Garden State has the third highest foreclosure rate in the country. So why should voters believe that your management of the country's finances would be any different?",0.7051943157258582,pos
rep,1,131,47,CHRISTIE,"If you think it's bad now, you should've seen it when I got there.",0.2101606411629157,neg
rep,1,132,47,CHRISTIE,(LAUGHTER),0.375,neg
rep,1,133,47,CHRISTIE,(APPLAUSE),0.7222222222222221,pos
rep,1,134,47,CHRISTIE,"The fact is -- the fact is, in the eight years before I became governor, taxes and fees were raised at the state level 115 times. In the eight years before I became governor, spending was increased 56 percent. And in the eight years before I become governor, taxes and fees were raised at the state level 115 times.",0.9817330429467315,pos
rep,1,135,47,CHRISTIE,"In the eight years before I became Governor, spending was increased 56 percent, and in the eight years before I became governor, there was zero net private sector job growth in New Jersey. Zero. For eight years.",0.8434102079487737,pos
rep,1,136,47,CHRISTIE,"So, what did we do? We came in, we balanced an $11 billion deficit on a $29 billion budget by cutting over 800 programs in the state budget. We brought the budget into balance with no tax increases. In fact, we vetoed five income tax increases during my time as governor. We cut business taxes $2.3 billion, and we cut regulation by one-third of what my predecessor put in place.",0.7202172130700489,pos
rep,1,137,47,CHRISTIE,"And, what's happened since? A hundred ninety-two thousand private sector jobs in the five and a half years I've been governor. We have a lot of work to do in New Jersey, but I am darn proud we've brought our state back.",0.8099517515924354,pos
rep,1,138,47,CHRISTIE,(APPLAUSE),0.7222222222222221,pos
rep,1,139,48,KELLY,"Governor Walker, you've consistently said that you want to make abortion illegal even in cases of rape, incest, or to save the life of the mother. You recently signed an abortion law in Wisconsin that does have an exception for the mother's life, but you're on the record as having objected to it. Would you really let a mother die rather than have an abortion, and with 83 percent of the American public in favor of a life exception, are you too out of the mainstream on this issue to win the general election?",0.8939081136897532,pos
rep,1,140,49,WALKER,"Well, I'm pro-life, I've always been pro-life, and I've got a position that I think is consistent with many Americans out there in that...",0.7334585181299362,pos
rep,1,141,49,WALKER,(APPLAUSE) ,0.7222222222222221,pos
rep,1,142,50,WALKER,"...in that I believe that that is an unborn child that's in need of protection out there, and I've said many a time that that unborn child can be protected, and there are many other alternatives that can also protect the life of that mother. That's been consistently proven.",0.6603836171400899,pos
rep,1,143,50,WALKER,"Unlike Hillary Clinton, who has a radical position in terms of support for Planned Parenthood, I defunded Planned Parenthood more than four years ago, long before any of these videos came out...",0.9375535143745066,pos
rep,1,144,50,WALKER,(APPLAUSE),0.7222222222222221,pos
rep,1,145,51,WALKER,...I've got a position that's in line with everyday America.,0.8892796514707162,pos
rep,1,146,51,WALKER,(APPLAUSE),0.7222222222222221,pos
rep,1,147,52,WALLACE,"Governor Huckabee, like Governor Walker, you have staked out strong positions on social issues. You favor a constitutional amendment banning same sex marriage. You favor a constitutional amendment banning abortions, except for the life of the mother. Millions of people in this country agree with you, but according to the polls, and again this an electability question, according to the polls, more people don't, so how do you persuade enough Independents and Democrats to get elected in 2016?",0.9964986392602311,pos
rep,1,148,53,HUCKABEE,"Chris, I disagree with the idea that the real issue is a constitutional amendment. That's a long and difficult process. I've actually taken the position that's bolder than that.",0.6755642393177408,pos
rep,1,149,53,HUCKABEE,"A lot of people are talking about defunding planned parenthood, as if that's a huge game changer. I think it's time to do something even more bold. I think the next president ought to invoke the Fifth, and Fourteenth Amendments to the constitution now that we clearly know that that baby inside the mother's womb is a person at the moment of conception.",0.8291881083975143,pos
rep,1,150,53,HUCKABEE,"The reason we know that it is is because of the DNA schedule that we now have clear scientific evidence on. And, this notion that we just continue to ignore the personhood of the individual is a violation of that unborn child's Fifth and 14th Amendment rights for due process and equal protection under the law.",0.9500660093372534,pos
rep,1,151,53,HUCKABEE,"It's time that we recognize the Supreme Court is not the supreme being, and we change the policy to be pro-life and protect children instead of rip up their body parts and sell them like they're parts to a Buick.",0.9871220745039885,pos
rep,1,152,53,HUCKABEE,(APPLAUSE),0.7222222222222221,pos
rep,1,153,54,BAIER,"Senator Paul, you recently blamed the rise of ISIS on Republican hawks. You later said that that statement, you could have said it better. But, the statement went on, and you said, quote, ""Everything they've talked about in foreign policy, they've been wrong for the last 20 years.""",0.8062207964438328,pos
rep,1,154,54,BAIER,Why are you so quick to blame your own party?,0.2516210734258579,neg
rep,1,155,55,PAUL,"First of all, only ISIS is responsible for the terrorism. Only ISIS is responsible for the depravity. But, we do have to examine, how are we going to defeat ISIS?",0.8926431863414575,pos
rep,1,156,55,PAUL,I've got a proposal. I'm the leading voice in America for not arming the allies of ISIS.,0.9895789733376048,pos
rep,1,157,55,PAUL,(APPLAUSE),0.7222222222222221,pos
rep,1,158,56,PAUL,"I've been fighting amidst a lot of opposition from both Hillary Clinton, as well as some Republicans who wanted to send arms to the allies of ISIS. ISIS rides around in a billion dollars worth of U.S. Humvees. It's a disgrace. We've got to stop -- we shouldn't fund our enemies, for goodness sakes.",0.9946703053639836,pos
rep,1,159,57,PAUL,"So, we didn't create ISIS -- ISIS created themselves, but we will stop them, and one of the ways we stop them is by not funding them, and not arming them.",0.9875200139716488,pos
rep,1,160,57,PAUL,(APPLAUSE),0.7222222222222221,pos
rep,1,161,58,KELLY,"Governor Kasich, You chose to expand Medicaid in your state, unlike several other governors on this stage tonight, and it is already over budget by some estimates costing taxpayers an additional $1.4 billion in just the first 18 months. You defended your Medicaid expansion by invoking God, saying to skeptics that when they arrive in heaven, Saint Peter isn't going to ask them how small they've kept government, but what they have done for the poor. Why should Republican voters, who generally want to shrink government, believe that you won't use your Saint Peter rationale to expand every government program? KASICH: Well, first of all... (APPLAUSE) KASICH: -- first of all, Megyn, you should know that -- that President Reagan expanded Medicaid three or four times. Secondly, I had an opportunity to bring resources back to Ohio to do what? To treat the mentally ill. Ten thousand of them sit in our prisons. It costs $22,500 a year... (APPLAUSE) KASICH: -- to keep them in prison. I'd rather get them their medication so they could lead a decent life. Secondly, we are rehabbing the drug-addicted. Eighty percent of the people in our prisons have addictions or problems. We now treat them in the prisons, release them in the community and the recidivism rate is 10 percent and everybody across this country knows that the tsunami of drugs is -- is threatening their very families.",0.9605552984558576,pos
rep,1,162,58,KELLY,"So we're treating them and getting them on their feet. And, finally, the working poor, instead of them having come into the emergency rooms where it costs more, where they're sicker and we end up paying, we brought a program in here to make sure that people could get on their feet. And do you know what? Everybody has a right to their God-given purpose. And finally, our Medicaid is growing at one of the lowest rates in the country. And, finally, we went from $8 billion in the hole to $2 billion in the black. We've cut $5 billion in taxes... ",0.2810219936284735,neg
rep,1,163,58,KELLY,(BUZZER NOISE) ,0.5,pos
rep,1,164,59,KASICH,"-- and we've grown 350,000 jobs. ",0.6331634278432621,pos
rep,1,165,59,KASICH,(APPLAUSE) ,0.7222222222222221,pos
rep,1,166,60,WALLACE,"Gentlemen, we're turning to a new subject that all of you have been talking about and some of you have been disagreeing about, and that is the issue of immigration. Governor Bush, you released a new plan this week on illegal immigration focusing on enforcement, which some suggest is your effort to show that you're not soft on that issue. I want to ask you about a statement that you made last year about illegal immigrants. And here's what you said. ""They broke the law, but it's not a felony, it's an act of love. It's an act of commitment to your family."" Do you stand by that statement and do you stand by your support for earned legal status? BUSH: I do. I believe that the great majority of people coming here illegally have no other option. They want to provide for their family. But we need to control our border. It's not -- it's our responsibility to pick and choose who comes in. So I -- I've written a book about this and yet this week, I did come up with a comprehensive strategy that -- that really mirrored what we said in the book, which is that we need to deal with E-Verify, we need to deal with people that come with a legal visa and overstay. We need to be much more strategic on how we deal with border enforcement, border security. We need to eliminate the sanctuary cities in this country. It is ridiculous and tragic... (APPLAUSE) BUSH: -- that people are dying because of the fact that -- that local governments are not following the federal law. There's much to do. And I think rather than talking about this as a wedge issue, which Barack Obama has done now for six long years, the next president -- and I hope to be that president -- will fix this once and for all so that we can turn this into a driver for high sustained economic growth. And there should be a path to earned legal status... (BUZZER NOISE) BUSH: -- for those that are here. Not -- not amnesty, earned legal status, which means you pay a fine and do many things over an extended period of time. ",0.9348810635769617,pos
rep,1,167,61,WALLACE,"Thank you, sir. ",0.6772226648627278,pos
rep,1,168,61,WALLACE,(APPLAUSE) ,0.7222222222222221,pos
rep,1,169,62,WALLACE,"Mr. Trump, it has not escaped anybody's notice that you say that the Mexican government, the Mexican government is sending criminals -- rapists, drug dealers, across the border. Governor Bush has called those remarks, quote, ""extraordinarily ugly."" I'd like you -- you're right next to him -- tell us -- talk to him directly and say how you respond to that and -- and you have repeatedly said that you have evidence that the Mexican government is doing this, but you have evidence you have refused or declined to share. Why not use this first Republican presidential debate to share your proof with the American people? TRUMP: So, if it weren't for me, you wouldn't even be talking about illegal immigration, Chris. You wouldn't even be talking about it. (APPLAUSE) TRUMP: This was not a subject that was on anybody's mind until I brought it up at my announcement. And I said, Mexico is sending. Except the reporters, because they're a very dishonest lot, generally speaking, in the world of politics, they didn't cover my statement the way I said it. The fact is, since then, many killings,murders, crime, drugs pouring across the border, are money going out and the drugs coming in. And I said we need to build a wall, and it has to be built quickly.",0.22501492839573498,neg
rep,1,170,62,WALLACE,"And I don't mind having a big beautiful door in that wall so that people can come into this country legally. But we need, Jeb, to build a wall, we need to keep illegals out.",0.960556802574436,pos
rep,1,171,62,WALLACE,(CHEERING AND APPLAUSE),0.8033707865168543,pos
rep,1,172,63,WALLACE,"Mr. Trump, I'll give you 30 seconds -- I'll give you 30 seconds to answer my question, which was, what evidence do you have, specific evidence that the Mexican government is sending criminals across the border? Thirty seconds.",0.023033474103390263,neg
rep,1,173,64,TRUMP,"Border Patrol, I was at the border last week. Border Patrol, people that I deal with, that I talk to, they say this is what's happening. Because our leaders are stupid. Our politicians are stupid.",0.4129624465353437,neg
rep,1,174,64,TRUMP,"And the Mexican government is much smarter, much sharper, much more cunning. And they send the bad ones over because they don't want to pay for them. They don't want to take care of them.",0.8809346355886951,pos
rep,1,175,64,TRUMP,Why should they when the stupid leaders of the United States will do it for them? And that's what is happening whether you like it or not.,0.5344397956526221,pos
rep,1,176,64,TRUMP,(CHEERING AND APPLAUSE),0.8033707865168543,pos
rep,1,177,65,WALLACE,"All right. Obviously there's a lot more to talk about this. We're going to have more questions for the candidates on illegal immigration, plus other key topics including your questions on Facebook.",0.9475179543465254,pos
rep,1,178,65,WALLACE,(BEGIN VIDEO CLIP),0.270450374056491,neg
rep,1,179,66,UNIDENTIFIED MALE,What will be your plan on making immigration easier for those that want to do it legally?,0.981682000980325,pos
rep,1,180,67,UNIDENTIFIED MALE,What specific steps would you take to contain the growth of ISIS?,0.8929780477787386,pos
rep,1,181,68,UNIDENTIFIED FEMALE,I'd like to know what the candidates are going to do so that I feel safe in my own country again.,0.7113504938446318,pos
rep,1,182,68,UNIDENTIFIED FEMALE,(END VIDEO CLIP),0.27964667210098293,neg
rep,1,183,68,UNIDENTIFIED FEMALE,(COMMERCIAL BREAK),0.5271654564315359,pos
rep,1,184,69,WALLACE,Welcome back to FOX News/Facebook Republican Debate Night. We're going to continue the questions now on illegal immigration. We kind of ended with a cliffhanger there. So let's continue the conversation.,0.8093245942403523,pos
rep,1,185,70,WALLACE,"Governor Kasich, I know you don't like to talk about Donald Trump. But I do want to ask you about the merit of what he just said. When you say that the American government is stupid, that the Mexican government is sending criminals, that we're being bamboozled, is that an adequate response to the question of illegal immigration?",0.10342747374847171,neg
rep,1,186,71,KASICH,"Chris, first of all, I was just saying to Chris Christie, they say we're outspoken, we need to take lessons from Donald Trump if we're really going to learn it. Here is the thing about Donald Trump. Donald Trump is hitting a nerve in this country. He is. He's hitting a nerve. People are frustrated. They're fed up. They don't think the government is working for them. And for people who want to just tune him out, they're making a mistake.",0.8586856759853717,pos
rep,1,187,71,KASICH,"Now, he's got his solutions. Some of us have other solutions. You know, look, I balanced the federal budget as one of the chief architects when I was in Washington. Hasn't been done since. I was a military reformer. I took the state of Ohio from an $8 billion hole and a 350,000 job loss to a $2 billion surplus and a gain of 350,000 jobs.",0.49567512697792254,neg
rep,1,188,72,WALLACE,"Respectfully, can we talk about illegal immigration?",0.8963404803657443,pos
rep,1,189,73,KASICH,"But the point is that we all have solutions. Mr. Trump is touching a nerve because people want the wall to be built. They want to see an end to illegal immigration. They want to see it, and we all do. But we all have different ways of getting there. And you're going to hear from all of us tonight about what our ideas are.",0.4188814344004942,neg
